3|27|8
7|27|16
8|27|23
26|35|26
6|32|23
9|27|17
2|27|15
4|27|13
8|27|23
3|27|15
25|27|22
6|27|19
9|27|22
5|27|12
3|27|14
4|27|22
11|27|22
3|27|13
8|27|14
5|27|13
7|27|19
2|27|12
2|27|13
8|27|17
1|27|7
6|27|32
6|27|13
3|27|20
4|27|20
19|27|33
1|27|11
10|27|19
8|27|13
9|130|24
4|29|18
10|127|30
8|100|22
4|27|22
18|27|19
18|38|27
9|27|24
8|31|26
19|97|37
6|27|13
5|27|15
4|27|17
7|27|15
3|27|17
6|27|12
11|27|22
29|27|27
13|27|19
5|27|21
6|27|15
4|27|13
6|27|20
5|27|9
10|149|22
4|27|19
7|115|25
0|27|9
31|27|32
11|30|23
4|28|20
9|27|22
8|113|27
4|27|13
2|27|8
20|32|28
5|27|15
30|27|21
7|27|13
9|27|25
6|27|13
8|32|26
4|27|12
5|27|15
12|32|21
14|27|18
5|27|20
5|27|20
12|27|14
4|27|10
6|27|16
3|27|15
13|27|18
25|49|28
14|28|26
4|27|9
5|28|20
8|27|17
1|27|11
8|27|20
9|27|22
3|27|9
10|106|20
5|27|11
6|27|16
8|27|20
12|27|19
8|30|27
9|29|20
6|27|18
20|34|34
9|27|31
10|245|23
29|27|29
5|27|16
11|27|21
6|27|12
7|27|19
13|27|17
35|228|52
8|40|27
6|28|22
7|27|16
4|27|24
8|34|25
10|27|25
6|27|13
8|27|11
4|30|26
7|27|16
10|36|24
4|27|22
3|27|13
8|29|27
11|27|17
9|27|20
7|27|17
9|27|19
3|27|9
7|27|10
12|27|28
16|31|31
3|27|17
8|27|20
8|32|29
21|27|34
5|27|12
29|115|29
15|238|33
15|109|27
6|27|16
10|27|15
10|27|17
11|30|25
8|27|20
9|27|14
7|27|14
6|27|13
5|27|13
6|32|23
29|35|25
1|27|11
11|27|18
11|27|17
2|27|16
12|36|31
7|27|21
5|27|13
6|27|16
9|41|27
7|27|16
5|27|11
15|27|22
7|27|20
10|28|20
11|27|18
12|155|25
6|27|15
7|27|13
20|27|22
3|28|21
6|27|13
13|37|32
7|27|13
11|27|27
4|27|12
7|27|13
23|241|32
2|27|10
9|27|17
11|27|16
10|27|16
5|27|18
3|27|13
7|27|17
9|27|18
10|27|19
13|31|33
6|27|12
7|27|24
14|27|25
11|27|20
17|27|27
6|65|18
5|149|19
12|27|23
5|27|17
12|28|24
15|40|31
2|27|7
9|27|14
6|27|21
13|29|25
16|35|27
